0	1.77
1	1.77
2	1.72
3	1.82
4	1.84
5	1.81
6	1.68
7	1.76
8	1.69
9	1.69
10	1.69
11	1.6
12	1.67
13	2.28
14	2.53
15	1.94
16	1.32
17	1.38
18	1.64
19	1.6220	1.62
21	1.64
22	1.65
23	1.63
24	1.68
25	1.64
26	1.67
27	1.67
28	1.61
29	1.71
30	1.65
31	1.64
32	1.65
33	1.6
34	1.6
35	1.68
36	1.63
37	1.69
38	1.65
39	1.6340	1.66
41	1.71
42	1.69
43	1.75
44	1.72
45	1.73
46	1.64
47	1.59
48	1.54
49	1.54
50	1.49
51	1.58
52	1.5
53	1.45
54	1.49
55	1.44
56	1.52
57	1.55
58	1.5
59	1.5560	1.54
61	1.45
62	1.54
63	1.52
64	1.47
65	1.49
66	1.52
67	1.48
68	1.49
69	1.54
70	1.49
71	1.5
72	1.46
73	1.52
74	1.5
75	1.48
76	1.43
77	1.54
78	1.48
79	1.5280	1.44
81	1.51
82	1.51
83	1.46
84	1.44
85	1.47
86	1.47
87	1.49
88	1.48
89	1.46
90	1.46
91	1.49
92	1.45
93	1.47
94	1.5
95	1.49
96	1.5
97	1.45
98	1.45
99	1.54100	1.43
101	1.57
102	1.49
103	1.58
104	1.49
105	1.57
106	1.6
107	1.54
108	1.51
109	1.59
110	1.51
111	1.54
112	1.5
113	1.42
114	1.67
115	2.12
116	2.37
117	1.55
118	1.07
119	1.37120	1.5
121	1.46
122	1.48
123	1.46
124	1.47
125	1.52
126	1.45
127	1.55
128	1.47
129	1.52
130	1.51
131	1.49
132	1.42
133	1.56
134	1.48
135	1.55
136	1.56
137	1.51
138	1.52
139	1.56140	1.61
141	1.54
142	1.62
143	1.55
144	1.61
145	1.67
146	1.64
147	1.65
148	1.64
149	1.47
150	1.6
151	1.46
152	1.54
153	1.43
154	1.51
155	1.51
156	1.5
157	1.43
158	1.57
159	1.55160	1.46
161	1.5
162	1.5
163	1.52
164	1.57
165	1.51
166	1.49
167	1.56
168	1.5
169	1.55
170	1.5
171	1.63
172	1.49
173	1.51
174	1.48
175	1.45
176	1.45
177	1.46
178	1.52
179	1.52180	1.5
181	1.46
182	1.48
183	1.49
184	1.46
185	1.48
186	1.46
187	1.58
188	1.48
189	1.55
190	1.51
191	1.48
192	1.59
193	1.54
194	1.52
195	1.59
196	1.5
197	1.55
198	1.58
199	1.51200	1.56
201	1.58
202	1.48
203	1.61
204	1.57
205	1.62
206	1.63
207	1.58
208	1.56
209	1.59
210	1.57
211	1.6
212	1.55
213	1.51
214	1.93
215	2.43
216	2.33
217	1.32
218	1.26
219	1.58220	1.54
221	1.54
222	1.59
223	1.57
224	1.64
225	1.6
226	1.62
227	1.55
228	1.68
229	1.57
230	1.59
231	1.63
232	1.66
233	1.59
234	1.64
235	1.64
236	1.62
237	1.59
238	1.66
239	1.67240	1.69
241	1.67
242	1.74
243	1.69
244	1.75
245	1.69
246	1.71
247	1.72
248	1.69
249	1.64
250	1.61
251	1.59
252	1.59
253	1.52
254	1.62
255	1.62
256	1.58
257	1.6
258	1.6
259	1.57260	1.59
261	1.55
262	1.62
263	1.54
264	1.58
265	1.58
266	1.5
267	1.58
268	1.57
269	1.51
270	1.59
271	1.57
272	1.56
273	1.54
274	1.59
275	1.57
276	1.59
277	1.56
278	1.54
279	1.57280	1.57
281	1.42
282	1.57
283	1.44
284	1.55
285	1.45
286	1.5
287	1.54
288	1.43
289	1.43
290	1.48
291	1.42
292	1.44
293	1.44
294	1.38
295	1.43
296	1.41
297	1.4
298	1.49
299	1.41300	1.46
301	1.44
302	1.48
303	1.43
304	1.46
305	1.4
306	1.45
307	1.32
308	1.52
309	1.38
310	1.44
311	1.35
312	1.53
313	2.13
314	2.32
315	1.41
316	1.0
317	1.33
318	1.42
319	1.43320	1.43
321	1.4
322	1.51
323	1.41
324	1.46
325	1.5
326	1.44
327	1.45
328	1.43
329	1.49
330	1.49
331	1.45
332	1.45
333	1.55
334	1.51
335	1.5
336	1.56
337	1.5
338	1.52
339	1.5340	1.63
341	1.55
342	1.64
343	1.56
344	1.62
345	1.51
346	1.56
347	1.45
348	1.5
349	1.4
350	1.4
351	1.45
352	1.38
353	1.43
354	1.44
355	1.44
356	1.47
357	1.42
358	1.49
359	1.46360	1.45
361	1.46
362	1.48
363	1.48
364	1.48
365	1.43
366	1.5
367	1.45
368	1.48
369	1.5
370	1.43
371	1.5
372	1.49
373	1.5
374	1.45
375	1.47
376	1.46
377	1.48
378	1.47
379	1.48380	1.47
381	1.41
382	1.55
383	1.43
384	1.49
385	1.47
386	1.5
387	1.44
388	1.48
389	1.5
390	1.47
391	1.45
392	1.52
393	1.5
394	1.4
395	1.49
396	1.45
397	1.46
398	1.5
399	1.46400	1.57
401	1.46
402	1.54
403	1.47
404	1.47
405	1.45
406	1.48
407	1.36
408	1.45
409	1.78
410	2.29
411	2.16
412	1.3
413	1.11
414	1.45
415	1.37
416	1.5
417	1.45
418	1.43
419	1.41420	1.48
421	1.49
422	1.45
423	1.45
424	1.48
425	1.43
426	1.45
427	1.5
428	1.5
429	1.43
430	1.49
431	1.46
432	1.44
433	1.5
434	1.54
435	1.5
436	1.58
437	1.45
438	1.62
439	1.54
