0	1.4
1	1.35
2	1.43
3	1.38
4	1.4
5	1.35
6	1.45
7	1.32
8	1.36
9	1.35
10	1.34
11	1.3
12	1.28
13	1.29
14	1.13
15	1.28
16	1.33
17	1.41
18	1.42
19	0.68
20	0.75
21	1.6
22	1.43
23	1.38
24	1.29
25	1.35
26	1.41
27	1.3
28	1.38
29	1.32
30	1.24
31	1.24
32	1.22
33	1.16
34	1.09
35	1.05
36	1.31
37	1.37
38	1.5
39	1.51
40	1.5
41	1.52
42	1.51
43	1.5
44	1.49
45	1.56
46	1.49
47	1.5
48	1.53
49	1.5
50	1.5
51	1.46
52	1.53
53	1.54
54	1.52
55	1.54
56	1.56
57	1.55
58	1.57
59	1.49
60	1.52
61	1.51
62	1.53
63	1.52
64	1.55
65	1.57
66	1.55
67	1.54
68	1.54
69	1.53
70	1.49
71	1.51
72	1.57
73	1.55
74	1.55
75	1.6
76	0.55
77	2.01
78	1.58
79	1.62
80	1.56
81	1.52
82	1.53
83	1.55
84	1.57
85	1.54
86	1.46
87	1.49
88	1.45
89	1.32
90	1.29
91	1.23
92	1.38
93	1.5
94	1.64
95	1.69
96	1.66
97	1.62
98	1.67
99	1.64
100	1.7
101	1.66
102	1.6
103	1.65
104	1.68
105	1.61
106	1.69
107	1.65
108	1.62
109	1.6
110	1.66
111	1.62
112	1.66
113	1.64
114	1.66
115	1.6
116	1.7
117	1.58
118	1.64
119	1.62
120	1.6
121	1.59
122	1.61
123	1.6
124	1.55
125	1.55
126	1.57
127	1.57
128	1.5
129	1.6
130	1.64
131	1.7
132	1.1
133	0.89
134	1.95
135	1.58
136	1.63
137	1.53
138	1.57
139	1.52
140	1.5
141	1.52
142	1.46
143	1.53
144	1.41
145	1.35
146	1.25
147	1.28
148	1.2
149	1.4
150	1.58
151	1.6
152	1.63
153	1.65
154	1.65
155	1.56
156	1.63
157	1.63
158	1.58
159	1.62
160	1.6
161	1.64
162	1.64
163	1.62
164	1.64
165	1.58
166	1.59
167	1.65
168	1.59
169	1.59
170	1.61
171	1.62
172	1.64
173	1.66
174	1.57
175	1.56
176	1.66
177	1.57
178	1.58
179	1.61
180	1.59
181	1.57
182	1.56
183	1.49
184	1.5
185	1.53
186	1.57
187	1.64
188	1.71
189	0.99
190	0.85
191	1.99
192	1.62
193	1.58
194	1.58
195	1.58
196	1.51
197	1.59
198	1.57
199	1.57
200	1.5
201	1.45
202	1.39
203	1.29
204	1.27
205	1.23
206	1.38
207	1.58
208	1.58
209	1.64
210	1.62
211	1.62
212	1.61
213	1.62
214	1.56
215	1.62
216	1.62
217	1.54
218	1.63
219	1.61
220	1.65
221	1.62
222	1.62
223	1.58
224	1.6
225	1.57
226	1.53
227	1.56
228	1.62
229	1.54
230	1.63
231	1.59
232	1.54
233	1.58
234	1.6
235	1.51
236	1.52
237	1.52
238	1.45
239	1.6
240	1.55
241	1.55
242	1.55
243	1.5
244	0.51
245	2.13
246	1.6
247	1.6
248	1.57
249	1.6
250	1.52
251	1.52
252	1.55
253	1.55
254	1.45
255	1.41
256	1.46
257	1.38
258	1.26
259	1.2
260	1.31
261	1.59
262	1.64
263	1.65
264	1.69
265	1.64
266	1.63
267	1.67
268	1.57
269	1.59
270	1.61
271	1.62
272	1.57
273	1.6
274	1.57
275	1.58
276	1.57
277	1.59
278	1.68
279	1.53
280	1.62
281	1.55
282	1.6
283	1.54
284	1.62
285	1.58
286	1.56
287	1.58
288	1.54
289	1.52
290	1.53
291	1.55
292	1.52
293	1.49
294	1.52
295	1.51
296	1.56
297	1.61
298	1.54
299	1.59
300	0.51
301	2.02
302	1.52
303	1.53
304	1.6
305	1.55
306	1.54
307	1.5
308	1.46
309	1.48
310	1.46
311	1.42
312	1.38
313	1.28
314	1.21
315	1.21
316	1.28
317	1.52
318	1.59
319	1.62
320	1.6
321	1.63
322	1.64
323	1.67
324	1.57
325	1.52
326	1.62
327	1.6
328	1.55
329	1.56
330	1.57
331	1.59
332	1.62
333	1.57
334	1.55
335	1.59
336	1.64
337	1.61
338	1.54
339	1.59
340	1.62
341	1.57
342	1.55
343	1.54
344	1.62
345	1.48
346	1.59
347	1.53
348	1.57
349	1.54
350	1.57
351	1.54
352	1.44
353	1.52
354	1.59
355	1.55
356	1.59
357	1.28
358	0.58
359	2.03
360	1.6
361	1.57
362	1.58
363	1.55
364	1.5
365	1.52
366	1.57
367	1.51
368	1.46
369	1.48
370	1.44
371	1.31
372	1.22
373	1.2
374	1.35
375	1.5
376	1.59
377	1.63
378	1.57
379	1.6
380	1.61
381	1.6
382	1.57
383	1.59
384	1.55
385	1.5
386	1.58
387	1.63
388	1.56
389	1.54
390	1.59
391	1.51
392	1.55
393	1.57
394	1.55
395	1.63
396	1.52
397	1.51
398	1.55
399	1.5
400	1.5
401	1.59
402	1.51
403	1.51
404	1.58
405	1.45
406	1.54
407	1.54
408	1.54
409	1.42
410	1.43
411	1.51
412	1.52
413	1.57
414	1.54
415	1.64
416	0.67
417	1.47
418	1.61
419	1.55
420	1.45
421	1.62
422	1.5
423	1.47
424	1.5
425	1.49
426	1.41
427	1.43
428	1.35
429	1.26
430	1.24
431	1.16
432	1.3
433	1.35
434	1.48
435	1.59
436	1.58
437	1.54
438	1.58
439	1.58
440	1.59
441	1.51
442	1.63
443	1.48
444	1.54
445	1.56
446	1.51
447	1.51
448	1.54
449	1.55
450	1.52
451	1.62
452	1.54
453	1.56
454	1.51
455	1.57
456	1.46
457	1.47
458	1.52
459	1.5
460	1.47
461	1.5
462	1.46
463	1.47
464	1.5
465	1.44
466	1.47
467	1.48
468	1.43
469	1.46
470	1.38
471	1.45
472	1.48
473	1.52
474	1.56
475	1.36
476	0.33
477	2.05
478	1.55
479	1.57
480	1.5
481	1.42
482	1.54
483	1.46
484	1.39
485	1.47
486	1.41
487	1.35
488	1.35
489	1.26
490	1.13
491	1.15
492	1.29
493	1.44
494	1.52
495	1.56
496	1.57
497	1.54
498	1.54
499	1.5
500	1.55
501	1.48
502	1.5
503	1.57
504	1.52
505	1.57
506	1.52
507	1.55
508	1.55
509	1.55
510	1.5
511	1.5
512	1.46
513	1.54
514	1.49
515	1.51
516	1.58
517	1.46
518	1.48
519	1.54
520	1.54
521	1.48
522	1.55
523	1.51
524	1.52
525	1.43
526	1.48
527	1.46
528	1.52
529	1.54
530	1.71
531	0.85
532	1.14
533	1.64
534	1.56
535	1.56
536	1.5
537	1.48
