0	1.18
1	1.2
2	1.29
3	1.33
4	1.25
5	1.36
6	1.28
7	1.36
8	1.26
9	1.31
10	1.25
11	1.28
12	1.27
13	1.26
14	1.27
15	1.26
16	1.21
17	1.22
18	1.17
19	1.2120	1.21
21	1.24
22	1.29
23	1.29
24	1.31
25	1.33
26	1.31
27	1.46
28	1.43
29	0.81
30	0.26
31	0.48
32	1.73
33	1.78
34	1.43
35	1.42
36	1.46
37	1.44
38	1.41
39	1.4140	1.45
41	1.41
42	1.45
43	1.43
44	1.41
45	1.41
46	1.4
47	1.42
48	1.38
49	1.39
50	1.39
51	1.35
52	1.34
53	1.33
54	1.3
55	1.36
56	1.43
57	1.68
58	1.43
59	1.6760	1.13
61	1.49
62	1.29
63	1.52
64	1.32
65	1.48
66	1.35
67	1.51
68	1.34
69	1.48
70	1.34
71	1.49
72	1.34
73	1.48
74	1.37
75	1.48
76	1.38
77	1.52
78	1.41
79	1.5580	1.43
81	1.54
82	1.42
83	1.53
84	1.41
85	1.5
86	1.43
87	1.5
88	1.43
89	1.52
90	1.43
91	1.48
92	1.46
93	1.54
94	1.47
95	1.5
96	1.5
97	1.5
98	1.48
99	1.5100	1.5
101	1.52
102	1.53
103	1.46
104	1.43
105	1.42
106	1.42
107	1.4
108	1.48
109	1.48
110	1.49
111	1.49
112	1.48
113	1.54
114	1.66
115	1.46
116	0.78
117	0.29
118	0.89
119	2.02120	1.74
121	1.55
122	1.55
123	1.52
124	1.52
125	1.49
126	1.5
127	1.55
128	1.55
129	1.63
130	1.5
131	1.67
132	1.5
133	1.65
134	1.46
135	1.68
136	1.52
137	1.65
138	1.46
139	1.56140	1.43
141	1.5
142	1.44
143	1.45
144	1.43
145	1.4
146	1.39
147	1.44
148	1.51
149	1.51
150	1.55
151	1.55
152	1.56
153	1.53
154	1.48
155	1.45
156	1.45
157	1.43
158	1.42
159	1.39160	1.36
161	1.35
162	1.31
163	1.36
164	1.33
165	1.35
166	1.38
167	1.41
168	1.39
169	1.46
170	1.48
171	1.48
172	1.51
173	1.52
174	1.57
175	1.6
176	1.62
177	1.62
178	1.65
179	1.66180	1.68
181	1.7
182	1.7
183	1.68
184	1.67
185	1.65
186	1.67
187	1.6
188	1.64
189	1.76
190	1.48
191	1.6
192	1.43
193	1.49
194	1.38
195	1.38
196	1.27
197	1.35
198	1.24
199	1.36200	1.26
201	1.31
202	1.31
203	1.33
204	1.31
205	1.45
206	1.48
207	1.15
208	0.38
209	0.06
210	0.96
211	1.79
212	1.33
213	1.27
214	1.29
215	1.28
216	1.25
217	1.27
218	1.22
219	1.24220	1.23
221	1.21
222	1.22
223	1.21
224	1.21
225	1.2
226	1.17
227	1.18
228	1.21
229	1.17
230	1.13
231	1.14
232	1.1
233	1.11
234	1.06
235	1.15
236	1.04
237	1.15
238	1.08
239	1.24240	1.18
241	1.37
242	1.25
243	1.43
244	1.29
245	1.43
246	1.31
247	1.42
248	1.26
249	1.41
250	1.33
251	1.43
252	1.29
253	1.5
254	1.32
255	1.49
256	1.28
257	1.5
258	1.27
259	1.45260	1.29
261	1.41
262	1.3
263	1.38
264	1.28
265	1.35
266	1.31
267	1.31
268	1.31
269	1.33
270	1.29
271	1.29
272	1.28
273	1.27
274	1.25
275	1.27
276	1.27
277	1.23
278	1.25
279	1.24280	1.24
281	1.22
282	1.22
283	1.24
284	1.22
285	1.21
286	1.24
287	1.23
288	1.24
289	1.25
290	1.28
291	1.29
292	1.28
293	1.32
294	1.31
295	1.31
296	1.29
297	1.29
298	1.24
299	1.28300	1.32
301	1.35
302	1.36
303	1.41
304	1.37
305	1.38
306	1.44
307	1.57
308	1.38
309	0.7
310	0.18
311	0.9
312	1.86
313	1.74
314	1.33
315	1.42
316	1.4
317	1.44
318	1.37
319	1.47320	1.35
321	1.49
322	1.38
323	1.49
324	1.38
325	1.48
326	1.43
327	1.53
328	1.45
329	1.56
330	1.42
331	1.57
332	1.43
333	1.54
334	1.38
335	1.46
336	1.35
337	1.42
338	1.31
339	1.45340	1.34
341	1.5
342	1.47
343	1.59
344	1.49
345	1.61
346	1.55
347	1.59
348	1.55
349	1.59
350	1.55
351	1.56
352	1.56
353	1.54
354	1.52
355	1.54
356	1.52
357	1.54
358	1.54
359	1.55360	1.52
361	1.56
362	1.53
363	1.54
364	1.55
365	1.55
366	1.53
367	1.55
368	1.54
369	1.55
370	1.52
371	1.54
372	1.53
373	1.55
374	1.5
375	1.53
376	1.5
377	1.53
378	1.53
379	1.52380	1.55
381	1.5
